"","Drug","QTLregion","Gene_ID","Feature_ID","Gene_Name"
"325","Fenbendazole_15","II:5274777-11908334","WBGene00016315","C32D5.7","NA"
"326","Fenbendazole_15","II:5274777-11908334","WBGene00016316","C32D5.8b","NA"
"327","Fenbendazole_15","II:5274777-11908334","WBGene00016310","C32D5.1","NA"
"328","Fenbendazole_15","II:5274777-11908334","WBGene00016317","C32D5.10","NA"
"329","Fenbendazole_15","II:5274777-11908334","WBGene00016318","C32D5.11","NA"
"330","Fenbendazole_15","II:5274777-11908334","WBGene00016319","C32D5.12","NA"
"331","Fenbendazole_15","II:5274777-11908334","WBGene00019608","K10B2.5","ani-2"
"332","Fenbendazole_15","II:5274777-11908334","WBGene00019606","K10B2.3b","clec-88"
"333","Fenbendazole_15","II:5274777-11908334","WBGene00019605","K10B2.2a","ctsa-1"
"334","Fenbendazole_15","II:5274777-11908334","WBGene00003009","K10B2.1","lin-23"
"335","Fenbendazole_15","II:5274777-11908334","WBGene00019061","F58F12.1","NA"
"336","Fenbendazole_15","II:5274777-11908334","WBGene00044756","F58F12.4","NA"
"337","Fenbendazole_15","II:5274777-11908334","WBGene00019062","F58F12.2","NA"
"338","Fenbendazole_15","II:5274777-11908334","WBGene00019063","F58F12.3","NA"
"339","Fenbendazole_15","II:5274777-11908334","WBGene00020802","T25D10.5","btb-2"
"340","Fenbendazole_15","II:5274777-11908334","WBGene00020799","T25D10.1","NA"
"341","Fenbendazole_15","II:5274777-11908334","WBGene00004996","T25D10.3","spp-11"
"342","Fenbendazole_15","II:5274777-11908334","WBGene00020801","T25D10.4","NA"
"343","Fenbendazole_15","II:5274777-11908334","WBGene00019372","K03H9.3","NA"
"344","Fenbendazole_15","II:5274777-11908334","WBGene00000651","K03H9.2","col-75"
"345","Fenbendazole_15","II:5274777-11908334","WBGene00019371","K03H9.1","NA"
"346","Fenbendazole_15","II:5274777-11908334","WBGene00019426","K06A1.3","cutl-16"
"347","Fenbendazole_15","II:5274777-11908334","WBGene00019424","K06A1.1","aptf-1"
"348","Fenbendazole_15","II:5274777-11908334","WBGene00019428","K06A1.6","dgk-5"
"349","Fenbendazole_15","II:5274777-11908334","WBGene00020897","T28D9.7","del-10"
"350","Fenbendazole_15","II:5274777-11908334","WBGene00020896","T28D9.4a","NA"
"351","Fenbendazole_15","II:5274777-11908334","WBGene00020898","T28D9.9","NA"
"352","Fenbendazole_15","II:5274777-11908334","WBGene00004702","T28D9.2c","rsp-5"
"353","Fenbendazole_15","II:5274777-11908334","WBGene00020894","T28D9.1","NA"
"354","Fenbendazole_15","II:5274777-11908334","WBGene00019904","R05G9.2b","twk-49"
"355","Fenbendazole_15","II:5274777-11908334","WBGene00206514","R05G9.5","NA"
"356","Fenbendazole_15","II:5274777-11908334","WBGene00019905","R05G9.3","NA"
"357","Fenbendazole_15","II:5274777-11908334","WBGene00019903","R05G9.1","NA"
"358","Fenbendazole_15","II:5274777-11908334","WBGene00019906","R05G9R.1","NA"
"359","Fenbendazole_15","II:5274777-11908334","WBGene00016971","C56E6.3a","toe-2"
"360","Fenbendazole_15","II:5274777-11908334","WBGene00016970","C56E6.2","NA"
"361","Fenbendazole_15","II:5274777-11908334","WBGene00016972","C56E6.4","NA"
"362","Fenbendazole_15","II:5274777-11908334","WBGene00016973","C56E6.5","abch-1"
"363","Fenbendazole_15","II:5274777-11908334","WBGene00006522","C56E6.1","abcx-1"
"364","Fenbendazole_15","II:5274777-11908334","WBGene00195085","C56E6.9","NA"
"365","Fenbendazole_15","II:5274777-11908334","WBGene00016974","C56E6.6","lron-15"
"366","Fenbendazole_15","II:5274777-11908334","WBGene00007050","F18C5.3","tag-184"
"367","Fenbendazole_15","II:5274777-11908334","WBGene00006944","F18C5.2","wrn-1"
"368","Fenbendazole_15","II:5274777-11908334","WBGene00017559","F18C5.4","mpz-3"
"369","Fenbendazole_15","II:5274777-11908334","WBGene00017560","F18C5.5","NA"
"370","Fenbendazole_15","II:5274777-11908334","WBGene00017562","F18C5.9","NA"
"371","Fenbendazole_15","II:5274777-11908334","WBGene00005053","F18C5.1","sra-27"
"372","Fenbendazole_15","II:5274777-11908334","WBGene00005054","F18C5.6","sra-28"
"373","Fenbendazole_15","II:5274777-11908334","WBGene00005055","F18C5.8","sra-29"
"374","Fenbendazole_15","II:5274777-11908334","WBGene00005057","C56C10.5","sra-31"
"375","Fenbendazole_15","II:5274777-11908334","WBGene00016963","C56C10.6","NA"
"376","Fenbendazole_15","II:5274777-11908334","WBGene00016961","C56C10.3.1","vps-32.1"
"377","Fenbendazole_15","II:5274777-11908334","WBGene00016965","C56C10.9","NA"
"378","Fenbendazole_15","II:5274777-11908334","WBGene00001026","C56C10.13a","dnj-8"
"379","Fenbendazole_15","II:5274777-11908334","WBGene00016960","C56C10.1","vps-33.2"
"380","Fenbendazole_15","II:5274777-11908334","WBGene00016968","C56C10.12","epg-5"
"381","Fenbendazole_15","II:5274777-11908334","WBGene00003480","F54H5.4b","klf-3"
"382","Fenbendazole_15","II:5274777-11908334","WBGene00018840","F54H5.3","NA"
"383","Fenbendazole_15","II:5274777-11908334","WBGene00018841","F54H5.5","NA"
"384","Fenbendazole_15","II:5274777-11908334","WBGene00018839","F54H5.2","NA"
"385","Fenbendazole_15","II:5274777-11908334","WBGene00020579","T19D12.4a","NA"
"386","Fenbendazole_15","II:5274777-11908334","WBGene00020581","T19D12.6","NA"
"387","Fenbendazole_15","II:5274777-11908334","WBGene00020582","T19D12.7.1","oig-8"
"388","Fenbendazole_15","II:5274777-11908334","WBGene00005052","T19D12.8","sra-26"
"389","Fenbendazole_15","II:5274777-11908334","WBGene00020583","T19D12.9","NA"
"390","Fenbendazole_15","II:5274777-11908334","WBGene00020584","T19D12.10","NA"
"391","Fenbendazole_15","II:5274777-11908334","WBGene00020578","T19D12.3","NA"
"392","Fenbendazole_15","II:5274777-11908334","WBGene00020577","T19D12.2a.1","NA"
"393","Fenbendazole_15","II:5274777-11908334","WBGene00020576","T19D12.1","NA"
"394","Fenbendazole_15","II:5274777-11908334","WBGene00019273","H43E16.1","NA"
"395","Fenbendazole_15","II:5274777-11908334","WBGene00016005","C18H9.8","ift-74"
"396","Fenbendazole_15","II:5274777-11908334","WBGene00016002","C18H9.3","NA"
"397","Fenbendazole_15","II:5274777-11908334","WBGene00016004","C18H9.6","NA"
"398","Fenbendazole_15","II:5274777-11908334","WBGene00001064","T14B4.6","dpy-2"
"399","Fenbendazole_15","II:5274777-11908334","WBGene00020501","T14B4.5","NA"
"400","Fenbendazole_15","II:5274777-11908334","WBGene00006636","T14B4.4a.1","tsp-10"
"401","Fenbendazole_15","II:5274777-11908334","WBGene00020502","T14B4.8.1","NA"
"402","Fenbendazole_15","II:5274777-11908334","WBGene00020500","T14B4.3","NA"
"403","Fenbendazole_15","II:5274777-11908334","WBGene00020498","T14B4.1","NA"
"404","Fenbendazole_15","II:5274777-11908334","WBGene00018305","F41G3.14","exos-8"
"405","Fenbendazole_15","II:5274777-11908334","WBGene00018302","F41G3.6","NA"
"406","Fenbendazole_15","II:5274777-11908334","WBGene00002098","F41G3.17","ins-15"
"407","Fenbendazole_15","II:5274777-11908334","WBGene00002097","F41G3.16","ins-14"
"408","Fenbendazole_15","II:5274777-11908334","WBGene00018301","F41G3.5","NA"
"409","Fenbendazole_15","II:5274777-11908334","WBGene00044315","F41G3.20","NA"
"410","Fenbendazole_15","II:5274777-11908334","WBGene00005986","F41G3.11","srx-95"
"411","Fenbendazole_15","II:5274777-11908334","WBGene00001424","F41G3.4","fis-1"
"412","Fenbendazole_15","II:5274777-11908334","WBGene00018300","F41G3.3","NA"
"413","Fenbendazole_15","II:5274777-11908334","WBGene00018299","F41G3.2","NA"
"414","Fenbendazole_15","II:5274777-11908334","WBGene00018304","F41G3.12","agr-1"
"415","Fenbendazole_15","II:5274777-11908334","WBGene00020482","T13C2.7","NA"
"416","Fenbendazole_15","II:5274777-11908334","WBGene00020481","T13C2.6b","NA"
"417","Fenbendazole_15","II:5274777-11908334","WBGene00020479","T13C2.3a","NA"
"418","Fenbendazole_15","II:5274777-11908334","WBGene00020478","T13C2.2","NA"
"419","Fenbendazole_15","II:5274777-11908334","WBGene00006380","F31E8.3","tab-1"
"420","Fenbendazole_15","II:5274777-11908334","WBGene00017955","F31E8.5","NA"
"421","Fenbendazole_15","II:5274777-11908334","WBGene00004921","F31E8.2b","snt-1"
"422","Fenbendazole_15","II:5274777-11908334","WBGene00017953","F31E8.1","NA"
"423","Fenbendazole_15","II:5274777-11908334","WBGene00001194","C04A2.3a","egl-27"
"424","Fenbendazole_15","II:5274777-11908334","WBGene00206529","C04A2.15","NA"
"425","Fenbendazole_15","II:5274777-11908334","WBGene00001023","C04A2.7a.1","dnj-5"
"426","Fenbendazole_15","II:5274777-11908334","WBGene00016625","C44B7.3","aff-1"
"427","Fenbendazole_15","II:5274777-11908334","WBGene00016626","C44B7.4","clhm-1"
"428","Fenbendazole_15","II:5274777-11908334","WBGene00016627","C44B7.5","NA"
"429","Fenbendazole_15","II:5274777-11908334","WBGene00016628","C44B7.6a.1","slc-36.5"
"430","Fenbendazole_15","II:5274777-11908334","WBGene00016629","C44B7.7","NA"
"431","Fenbendazole_15","II:5274777-11908334","WBGene00004058","C44B7.8","pmp-1"
"432","Fenbendazole_15","II:5274777-11908334","WBGene00004059","C44B7.9","pmp-2"
"433","Fenbendazole_15","II:5274777-11908334","WBGene00016630","C44B7.10.1","acer-1"
"434","Fenbendazole_15","II:5274777-11908334","WBGene00016632","C44B7.12","NA"
"435","Fenbendazole_15","II:5274777-11908334","WBGene00016631","C44B7.11","NA"
"436","Fenbendazole_15","II:5274777-11908334","WBGene00016624","C44B7.2a.1","NA"
"437","Fenbendazole_15","II:5274777-11908334","WBGene00016623","C44B7.1","psmd-9"
"438","Fenbendazole_15","II:5274777-11908334","WBGene00015088","B0252.3b","NA"
"439","Fenbendazole_15","II:5274777-11908334","WBGene00000211","B0252.2","asm-1"
"440","Fenbendazole_15","II:5274777-11908334","WBGene00000886","B0252.4b","cyn-10"
"441","Fenbendazole_15","II:5274777-11908334","WBGene00015087","B0252.1","NA"
"442","Fenbendazole_15","II:5274777-11908334","WBGene00017700","F22D3.4","NA"
"443","Fenbendazole_15","II:5274777-11908334","WBGene00017699","F22D3.2a","flcn-1"
"444","Fenbendazole_15","II:5274777-11908334","WBGene00017701","F22D3.5","NA"
"445","Fenbendazole_15","II:5274777-11908334","WBGene00017702","F22D3.6","NA"
"446","Fenbendazole_15","II:5274777-11908334","WBGene00000459","F22D3.1b","ceh-38"
"447","Fenbendazole_15","II:5274777-11908334","WBGene00006605","C15F1.3a","tra-2"
"448","Fenbendazole_15","II:5274777-11908334","WBGene00015796","C15F1.5a","NA"
"449","Fenbendazole_15","II:5274777-11908334","WBGene00015795","C15F1.2","NA"
"450","Fenbendazole_15","II:5274777-11908334","WBGene00015794","C15F1.1","NA"
"451","Fenbendazole_15","II:5274777-11908334","WBGene00006831","C52E12.2b","unc-104"
"452","Fenbendazole_15","II:5274777-11908334","WBGene00005025","C52E12.3.1","sqv-7"
"453","Fenbendazole_15","II:5274777-11908334","WBGene00016889","C52E12.4","lst-6"
"454","Fenbendazole_15","II:5274777-11908334","WBGene00016890","C52E12.6","lst-5"
"455","Fenbendazole_15","II:5274777-11908334","WBGene00016888","C52E12.1","NA"
"456","Fenbendazole_15","II:5274777-11908334","WBGene00022854","ZK1127.7","cin-4"
"457","Fenbendazole_15","II:5274777-11908334","WBGene00022853","ZK1127.6.1","NA"
"458","Fenbendazole_15","II:5274777-11908334","WBGene00022855","ZK1127.9a","tcer-1"
"459","Fenbendazole_15","II:5274777-11908334","WBGene00022852","ZK1127.5","NA"
"460","Fenbendazole_15","II:5274777-11908334","WBGene00022857","ZK1127.12.1","NA"
"461","Fenbendazole_15","II:5274777-11908334","WBGene00195239","ZK1127.13","NA"
"462","Fenbendazole_15","II:5274777-11908334","WBGene00022851","ZK1127.4.1","NA"
"463","Fenbendazole_15","II:5274777-11908334","WBGene00022849","ZK1127.2","acs-6"
"464","Fenbendazole_15","II:5274777-11908334","WBGene00001872","ZK1127.11","him-14"
"465","Fenbendazole_15","II:5274777-11908334","WBGene00003784","ZK1127.1.1","nos-2"
"466","Fenbendazole_15","II:5274777-11908334","WBGene00002238","T02G5.9b","kars-1"
"467","Fenbendazole_15","II:5274777-11908334","WBGene00020166","T02G5.7","NA"
"468","Fenbendazole_15","II:5274777-11908334","WBGene00020170","T02G5.14","NA"
"469","Fenbendazole_15","II:5274777-11908334","WBGene00020163","T02G5.3","NA"
"470","Fenbendazole_15","II:5274777-11908334","WBGene00020168","T02G5.12","mct-5"
"471","Fenbendazole_15","II:5274777-11908334","WBGene00017349","F10E7.8","farl-11"
"472","Fenbendazole_15","II:5274777-11908334","WBGene00017350","F10E7.9","NA"
"473","Fenbendazole_15","II:5274777-11908334","WBGene00017348","F10E7.6","NA"
"474","Fenbendazole_15","II:5274777-11908334","WBGene00017351","F10E7.10","cutl-5"
"475","Fenbendazole_15","II:5274777-11908334","WBGene00006893","F10E7.4","spon-1"
"476","Fenbendazole_15","II:5274777-11908334","WBGene00017352","F10E7.11","NA"
"477","Fenbendazole_15","II:5274777-11908334","WBGene00017344","F10E7.2","NA"
"478","Fenbendazole_15","II:5274777-11908334","WBGene00017345","F10E7.3","NA"
"479","Fenbendazole_15","II:5274777-11908334","WBGene00017343","F10E7.1","NA"
"480","Fenbendazole_15","II:5274777-11908334","WBGene00020320","T07F8.4","NA"
"481","Fenbendazole_15","II:5274777-11908334","WBGene00001597","T07F8.3a","gld-3"
"482","Fenbendazole_15","II:5274777-11908334","WBGene00020319","T07F8.2","npr-31"
"483","Fenbendazole_15","II:5274777-11908334","WBGene00020318","T07F8.1","NA"
"484","Fenbendazole_15","II:5274777-11908334","WBGene00016173","C27H5.3.1","fust-1"
"485","Fenbendazole_15","II:5274777-11908334","WBGene00016172","C27H5.2a","NA"
"486","Fenbendazole_15","II:5274777-11908334","WBGene00016174","C27H5.4a","NA"
"487","Fenbendazole_15","II:5274777-11908334","WBGene00001129","C27H5.7a","dyf-13"
"488","Fenbendazole_15","II:5274777-11908334","WBGene00001594","C27H5.8","glc-4"
"489","Fenbendazole_15","II:5274777-11908334","WBGene00003966","C27H5.1","pdl-1"
"490","Fenbendazole_15","II:5274777-11908334","WBGene00017124","E04F6.4","NA"
"491","Fenbendazole_15","II:5274777-11908334","WBGene00017125","E04F6.5a.1","acdh-12"
"492","Fenbendazole_15","II:5274777-11908334","WBGene00017126","E04F6.6","NA"
"493","Fenbendazole_15","II:5274777-11908334","WBGene00017122","E04F6.2","NA"
"494","Fenbendazole_15","II:5274777-11908334","WBGene00005134","E04F6.14","srd-56"
"495","Fenbendazole_15","II:5274777-11908334","WBGene00005135","E04F6.13","srd-58"
"496","Fenbendazole_15","II:5274777-11908334","WBGene00005136","E04F6.1","srd-59"
"497","Fenbendazole_15","II:5274777-11908334","WBGene00000971","E04F6.7","dhs-7"
"498","Fenbendazole_15","II:5274777-11908334","WBGene00017131","E04F6.15","NA"
"499","Fenbendazole_15","II:5274777-11908334","WBGene00017127","E04F6.8.1","NA"
"500","Fenbendazole_15","II:5274777-11908334","WBGene00017129","E04F6.10","NA"
"501","Fenbendazole_15","II:5274777-11908334","WBGene00000530","E04F6.11a","clh-3"
"502","Fenbendazole_15","II:5274777-11908334","WBGene00017970","F32A5.4b","NA"
"503","Fenbendazole_15","II:5274777-11908334","WBGene00017969","F32A5.3","NA"
"504","Fenbendazole_15","II:5274777-11908334","WBGene00000169","F32A5.5a","aqp-1"
"505","Fenbendazole_15","II:5274777-11908334","WBGene00017968","F32A5.2a","skpo-3"
"506","Fenbendazole_15","II:5274777-11908334","WBGene00004198","F32A5.6","prx-13"
"507","Fenbendazole_15","II:5274777-11908334","WBGene00017967","F32A5.1a","ada-2"
"508","Fenbendazole_15","II:5274777-11908334","WBGene00017971","F32A5.8","NA"
"509","Fenbendazole_15","II:5274777-11908334","WBGene00016276","C30G12.4","NA"
"510","Fenbendazole_15","II:5274777-11908334","WBGene00016274","C30G12.2","NA"
"511","Fenbendazole_15","II:5274777-11908334","WBGene00016277","C30G12.6a","NA"
"512","Fenbendazole_15","II:5274777-11908334","WBGene00004244","C30G12.7","puf-8"
"513","Fenbendazole_15","II:5274777-11908334","WBGene00016273","C30G12.1","NA"
"514","Fenbendazole_15","II:5274777-11908334","WBGene00000839","F45E12.3","cul-4"
"515","Fenbendazole_15","II:5274777-11908334","WBGene00000271","F45E12.2","brf-1"
"516","Fenbendazole_15","II:5274777-11908334","WBGene00018475","F45E12.5a","mrpl-14"
"517","Fenbendazole_15","II:5274777-11908334","WBGene00018476","F45E12.6","NA"
"518","Fenbendazole_15","II:5274777-11908334","WBGene00017662","F21D12.2","NA"
"519","Fenbendazole_15","II:5274777-11908334","WBGene00017664","F21D12.5","npax-1"
"520","Fenbendazole_15","II:5274777-11908334","WBGene00002008","F43E2.8a.1","hsp-4"
"521","Fenbendazole_15","II:5274777-11908334","WBGene00001812","F43E2.4","haf-2"
"522","Fenbendazole_15","II:5274777-11908334","WBGene00018392","F43E2.3","insc-1"
"523","Fenbendazole_15","II:5274777-11908334","WBGene00018393","F43E2.5.1","msra-1"
"524","Fenbendazole_15","II:5274777-11908334","WBGene00018394","F43E2.6a","NA"
"525","Fenbendazole_15","II:5274777-11908334","WBGene00018395","F43E2.7a","mtch-1"
"526","Fenbendazole_15","II:5274777-11908334","WBGene00044673","C07D10.6","NA"
"527","Fenbendazole_15","II:5274777-11908334","WBGene00015569","C07D10.5.1","NA"
"528","Fenbendazole_15","II:5274777-11908334","WBGene00015568","C07D10.3","sre-3"
"529","Fenbendazole_15","II:5274777-11908334","WBGene00015566","C07D10.1","NA"
"530","Fenbendazole_15","II:5274777-11908334","WBGene00003526","C07D10.4","nas-7"
"531","Fenbendazole_15","II:5274777-11908334","WBGene00005133","K02A2.2","srd-55"
"532","Fenbendazole_15","II:5274777-11908334","WBGene00019290","K02A2.5","NA"
"533","Fenbendazole_15","II:5274777-11908334","WBGene00019289","K02A2.3","kcc-3"
"534","Fenbendazole_15","II:5274777-11908334","WBGene00005132","K02A2.7","srd-54"
"535","Fenbendazole_15","II:5274777-11908334","WBGene00019288","K02A2.1","NA"
"536","Fenbendazole_15","II:5274777-11908334","WBGene00021186","Y9D1A.1","NA"
"537","Fenbendazole_15","II:5274777-11908334","WBGene00021187","Y9D1A.2","NA"
"538","Fenbendazole_15","II:5274777-11908334","WBGene00017022","D1022.3","NA"
"539","Fenbendazole_15","II:5274777-11908334","WBGene00017023","D1022.4","NA"
"540","Fenbendazole_15","II:5274777-11908334","WBGene00017024","D1022.5","NA"
"541","Fenbendazole_15","II:5274777-11908334","WBGene00005641","D1022.6","sro-1"
"542","Fenbendazole_15","II:5274777-11908334","WBGene00000101","D1022.7b.1","aka-1"
"543","Fenbendazole_15","II:5274777-11908334","WBGene00006703","D1022.1a","ubc-6"
"544","Fenbendazole_15","II:5274777-11908334","WBGene00000280","D1022.8","cah-2"
"545","Fenbendazole_15","II:5274777-11908334","WBGene00044300","D1022.9","NA"
"546","Fenbendazole_15","II:5274777-11908334","WBGene00003542","R10H1.5","nas-23"
"547","Fenbendazole_15","II:5274777-11908334","WBGene00019998","R10H1.1","NA"
"548","Fenbendazole_15","II:5274777-11908334","WBGene00023416","R10H1.4","spi-1"
"549","Fenbendazole_15","II:5274777-11908334","WBGene00019999","R10H1.2a","srab-14"
"550","Fenbendazole_15","II:5274777-11908334","WBGene00016183","C28F5.1","NA"
"551","Fenbendazole_15","II:5274777-11908334","WBGene00016184","C28F5.2","glb-9"
"552","Fenbendazole_15","II:5274777-11908334","WBGene00016185","C28F5.4","NA"
"553","Fenbendazole_15","II:5274777-11908334","WBGene00044775","ZK1290.15","NA"
"554","Fenbendazole_15","II:5274777-11908334","WBGene00022889","ZK1290.7","NA"
"555","Fenbendazole_15","II:5274777-11908334","WBGene00022888","ZK1290.6","rnh-1.1"
"556","Fenbendazole_15","II:5274777-11908334","WBGene00022887","ZK1290.5","NA"
"557","Fenbendazole_15","II:5274777-11908334","WBGene00006947","ZK1290.12","wrt-1"
"558","Fenbendazole_15","II:5274777-11908334","WBGene00006956","ZK1290.8","wrt-10"
"559","Fenbendazole_15","II:5274777-11908334","WBGene00022893","ZK1290.13","NA"
"560","Fenbendazole_15","II:5274777-11908334","WBGene00003592","ZK1290.4c","nfi-1"
"561","Fenbendazole_15","II:5274777-11908334","WBGene00004398","ZK1290.3a","rol-8"
"562","Fenbendazole_15","II:5274777-11908334","WBGene00022890","ZK1290.9","fbxa-224"
